id,lat,long,type,site,code,region
13691,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,GAF,Hispalis
13692,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,GAF,Hispalis
13693,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,GAF,Hispalis
13694,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,GAF,Hispalis
13695,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,GAF,Hispalis
13696,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,GAF,Hispalis
13706,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,CMM,Hispalis
13708,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,SAES,Hispalis
13709,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,MAEM,Hispalis
13710,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,MAEME,Hispalis
13712,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,MAEM,Hispalis
13714,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,CAPF,Hispalis
13715,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,CAPF,Hispalis
13716,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,CAPF,Hispalis
13717,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,CAPF,Hispalis
13718,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,CAPF,Hispalis
13725,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,ACHB,Hispalis
13726,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,ACHB,Hispalis
13728,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,CORBEL,Hispalis
13731,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,GAF,Hispalis
33345,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,GM,Hispalis
33355,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,QAEOPO,Hispalis
33360,37.617631,-5.556263,Dressel 20,Azanaque-Castillejo,QAEOPCO,Hispalis
13048,37.619781,-5.610765,Dressel 20,Peña de la Sal,MFC,Hispalis
10883,37.621484,-5.134134,Dressel 20,Isla del Castillo,MIM,Astigi
10884,37.621484,-5.134134,Dressel 20,Isla del Castillo,MIM,Astigi
10885,37.621484,-5.134134,Dressel 20,Isla del Castillo,MIM,Astigi
10886,37.621484,-5.134134,Dressel 20,Isla del Castillo,LAGER,Astigi
10887,37.621484,-5.134134,Dressel 20,Isla del Castillo,LAGER,Astigi
10888,37.621484,-5.134134,Dressel 20,Isla del Castillo,LAGER,Astigi
10890,37.621484,-5.134134,Dressel 20,Isla del Castillo,LAGER,Astigi
10893,37.621484,-5.134134,Dressel 20,Isla del Castillo,LFCCVFCAT,Astigi
10898,37.621484,-5.134134,Dressel 20,Isla del Castillo,LFCC,Astigi
10899,37.621484,-5.134134,Dressel 20,Isla del Castillo,LFCCV,Astigi
10902,37.621484,-5.134134,Dressel 20,Isla del Castillo,LFCCVFCAT,Astigi
10914,37.621484,-5.134134,Dressel 20,Isla del Castillo,LFCCVFCAT,Astigi
12386,37.621484,-5.134134,Dressel 20,Isla del Castillo,LAGER,Astigi
12387,37.621484,-5.134134,Dressel 20,Isla del Castillo,LAGER,Astigi
12388,37.621484,-5.134134,Dressel 20,Isla del Castillo,LAGER,Astigi
12845,37.621484,-5.134134,Dressel 20,Isla del Castillo,FEL,Astigi
12523,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
12658,37.623647,-5.604665,Dressel 20,Arva,DFN,Hispalis
12660,37.623647,-5.604665,Dressel 20,Arva,CMM,Hispalis
12962,37.623647,-5.604665,Dressel 20,Arva,QFRMAED,Hispalis
12971,37.623647,-5.604665,Dressel 20,Arva,SALS,Hispalis
12972,37.623647,-5.604665,Dressel 20,Arva,SALS,Hispalis
12975,37.623647,-5.604665,Dressel 20,Arva,MAEM,Hispalis
12978,37.623647,-5.604665,Dressel 20,Arva,LVAGAL,Hispalis
12995,37.623647,-5.604665,Dressel 20,Arva,STATI,Hispalis
13002,37.623647,-5.604665,Dressel 20,Arva,LGG,Hispalis
13003,37.623647,-5.604665,Dressel 20,Arva,LGG,Hispalis
13009,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13010,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13011,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13012,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13015,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13017,37.623647,-5.604665,Dressel 20,Arva,PNNF,Hispalis
13018,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13024,37.623647,-5.604665,Dressel 20,Arva,SISY,Hispalis
13031,37.623647,-5.604665,Dressel 20,Arva,PNNF,Hispalis
13032,37.623647,-5.604665,Dressel 20,Arva,PNNF,Hispalis
13033,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
13034,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
13035,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
13036,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
13037,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13041,37.623647,-5.604665,Dressel 20,Arva,MIM,Hispalis
13045,37.623647,-5.604665,Dressel 20,Arva,M,Hispalis
13058,37.623647,-5.604665,Dressel 20,Arva,MEC,Hispalis
13060,37.623647,-5.604665,Dressel 20,Arva,DEF,Hispalis
13061,37.623647,-5.604665,Dressel 20,Arva,DFF,Hispalis
13073,37.623647,-5.604665,Dressel 20,Arva,CAMILISILVESTRI,Hispalis
13078,37.623647,-5.604665,Dressel 20,Arva,QAC,Hispalis
13085,37.623647,-5.604665,Dressel 20,Arva,AC,Hispalis
13086,37.623647,-5.604665,Dressel 20,Arva,AC,Hispalis
13194,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13201,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13202,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13203,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13204,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
13206,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
13210,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13211,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
13218,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13220,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13222,37.623647,-5.604665,Dressel 20,Arva,AVG,Hispalis
13223,37.623647,-5.604665,Dressel 20,Arva,ME,Hispalis
13238,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
13465,37.623647,-5.604665,Dressel 20,Chorrillo,NIII,Hispalis
13577,37.623647,-5.604665,Dressel 20,Arva,QFA,Hispalis
13579,37.623647,-5.604665,Dressel 20,Arva,SAXOFERREO,Hispalis
13581,37.623647,-5.604665,Dressel 20,Arva,CAMILIMELISSI,Hispalis
13585,37.623647,-5.604665,Dressel 20,Arva,SALS,Hispalis
13593,37.623647,-5.604665,Dressel 20,Arva,LVAGAL,Hispalis
13598,37.623647,-5.604665,Dressel 20,Arva,LVTROPHIMI,Hispalis
13600,37.623647,-5.604665,Dressel 20,Arva,QFRMAED,Hispalis
13919,37.623647,-5.604665,Dressel 20,Arva,PNPHI,Hispalis
17701,37.623647,-5.604665,Dressel 20,Arva,LGG,Hispalis
17702,37.623647,-5.604665,Dressel 20,Arva,LGG,Hispalis
17752,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
17753,37.623647,-5.604665,Dressel 20,Arva,M,Hispalis
17754,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
17755,37.623647,-5.604665,Dressel 20,Arva,PNPHI,Hispalis
17756,37.623647,-5.604665,Dressel 20,Arva,QV,Hispalis
17757,37.623647,-5.604665,Dressel 20,Arva,SALS,Hispalis
17758,37.623647,-5.604665,Dressel 20,Arva,SISY,Hispalis
28190,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
28192,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
28209,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
28210,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
28212,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
28218,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
28226,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
9538,37.623647,-5.604665,Dressel 20,Arva,MAEME,Hispalis
9539,37.623647,-5.604665,Dressel 20,Arva,MAEME,Hispalis
9540,37.623647,-5.604665,Dressel 20,Arva,MAEME,Hispalis
9551,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
9552,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
9553,37.623647,-5.604665,Dressel 20,Arva,NIII,Hispalis
9555,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
9556,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
9557,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
9558,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
9559,37.623647,-5.604665,Dressel 20,Arva,PNN,Hispalis
9563,37.623647,-5.604665,Dressel 20,Arva,PNPHI,Hispalis
7176,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,GAVFL,Hispalis
7177,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,GAVFL,Hispalis
7178,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,GAVFL,Hispalis
7179,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,GAVFL,Hispalis
7180,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,ILFT,Hispalis
7181,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,ILFT,Hispalis
7182,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,LIT,Hispalis
7183,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,LIT,Hispalis
7184,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,LIT,Hispalis
7185,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,LIT,Hispalis
7186,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,LIT,Hispalis
7187,37.624007,-5.5309285,Dressel 20,Cortijo del Alamo Alto,MMRP,Hispalis
13734,37.624871,-5.550459,Dressel 20,El Judío,CAS,Astigi
13736,37.624871,-5.550459,Dressel 20,El Judío,QAEOPCO,Astigi
13737,37.624871,-5.550459,Dressel 20,El Judío,CAS,Astigi
13739,37.624871,-5.550459,Dressel 20,El Judío,CAPF,Astigi
12939,37.627358,-5.461938,Dressel 20,Lora la Vieja,LVTROPHIMI,Hispalis
13242,37.627358,-5.461938,Dressel 20,Lora la Vieja,LVTROPHIMI,Hispalis
11074,37.630839,-5.5105712,Dressel 20,Cortijo de los Mochales,POROCODV,Hispalis
11077,37.630839,-5.5105712,Dressel 20,Cortijo de los Mochales,POROODV,Hispalis
11208,37.630921,-5.452824,Dressel 20,El Marchante,NC,Hispalis
11209,37.630921,-5.452824,Dressel 20,El Marchante,LSELSENC,Hispalis
11210,37.630921,-5.452824,Dressel 20,El Marchante,LSELSENC,Hispalis
11211,37.630921,-5.452824,Dressel 20,El Marchante,LSELSENC,Hispalis
11212,37.630921,-5.452824,Dressel 20,El Marchante,LSELSENC,Hispalis
12370,37.635572,-5.153187,Dressel 20,Las Ánimas,MIM,Astigi
12371,37.635572,-5.153187,Dressel 20,Las Ánimas,MIM,Astigi
12375,37.635572,-5.153187,Dressel 20,Las Ánimas,LAGER,Astigi
12379,37.635572,-5.153187,Dressel 20,Las Ánimas,LFCCVFCAT,Astigi
12381,37.635572,-5.153187,Dressel 20,Las Ánimas,LFCC,Astigi
11078,37.635985,-5.511535,Dressel 20,Alamo Alto,LIT,Hispalis
11079,37.635985,-5.511535,Dressel 20,Alamo Alto,LIT,Hispalis
11080,37.635985,-5.511535,Dressel 20,Alamo Alto,LIT,Hispalis
11081,37.635985,-5.511535,Dressel 20,Alamo Alto,LIT,Hispalis
11083,37.635985,-5.511535,Dressel 20,Alamo Alto,ILFT,Hispalis
11085,37.635985,-5.511535,Dressel 20,Alamo Alto,ILFT,Hispalis
11086,37.635985,-5.511535,Dressel 20,Alamo Alto,ILFT,Hispalis
11087,37.635985,-5.511535,Dressel 20,Alamo Alto,ILFT,Hispalis
11088,37.635985,-5.511535,Dressel 20,Alamo Alto,POROODV,Hispalis
11089,37.635985,-5.511535,Dressel 20,Alamo Alto,PORSS,Hispalis
12522,37.635985,-5.511535,Dressel 20,Alamo Alto,LIT,Hispalis
10917,37.638263,-5.165148,Dressel 20,Doña Mencia,LIDFITALI,Astigi
10918,37.638263,-5.165148,Dressel 20,Doña Mencia,LIDFITA,Astigi
